timestamp,mid_price,return,bid_price_1,bid_vol_1,bid_price_2,bid_vol_2,bid_price_3,bid_vol_3,bid_price_4,bid_vol_4,bid_price_5,bid_vol_5,bid_price_6,bid_vol_6,bid_price_7,bid_vol_7,bid_price_8,bid_vol_8,bid_price_9,bid_vol_9,bid_price_10,bid_vol_10,bid_price_11,bid_vol_11,bid_price_12,bid_vol_12,bid_price_13,bid_vol_13,bid_price_14,bid_vol_14,bid_price_15,bid_vol_15,bid_price_16,bid_vol_16,bid_price_17,bid_vol_17,bid_price_18,bid_vol_18,bid_price_19,bid_vol_19,bid_price_20,bid_vol_20,ask_price_1,ask_vol_1,ask_price_2,ask_vol_2,ask_price_3,ask_vol_3,ask_price_4,ask_vol_4,ask_price_5,ask_vol_5,ask_price_6,ask_vol_6,ask_price_7,ask_vol_7,ask_price_8,ask_vol_8,ask_price_9,ask_vol_9,ask_price_10,ask_vol_10,ask_price_11,ask_vol_11,ask_price_12,ask_vol_12,ask_price_13,ask_vol_13,ask_price_14,ask_vol_14,ask_price_15,ask_vol_15,ask_price_16,ask_vol_16,ask_price_17,ask_vol_17,ask_price_18,ask_vol_18,ask_price_19,ask_vol_19,ask_price_20,ask_vol_20
2025-03-09 18:16:19.154051,82416.125,0.0,82416.12,0.00058,82416.11,0.01576,82416.08,0.00028,82416.06,0.00017,82416.01,0.00021,82416.0,0.00242,82415.97,0.00021,82415.96,0.00017,82415.45,0.00017,82415.44,0.00915,82414.62,8e-05,82414.32,0.003,82414.14,0.00011,82414.07,0.00013,82413.81,0.00022,82413.8,0.0003,82413.79,0.01412,82413.6,0.00033,82413.47,0.00149,82413.23,7e-05,82416.13,3.61372,82416.14,1.11553,82416.22,7e-05,82416.5,0.00014,82416.51,0.22466,82416.52,0.00496,82417.03,0.03252,82417.36,0.0244,82417.52,7e-05,82417.99,8e-05,82418.0,0.08387,82418.1,7e-05,82418.16,0.0122,82420.0,0.08387,82420.14,0.04015,82421.2,0.0868,82421.21,0.00355,82421.24,0.45007,82422.0,0.0838,82422.4,7e-05
2025-03-09 18:16:19.253221,82416.11499999999,-1.213354790620552e-05,82416.11,0.01211,82416.08,0.00028,82416.06,0.00017,82416.02,0.0003,82416.01,0.00028,82416.0,0.00242,82415.97,7e-05,82415.96,0.00017,82415.46,0.00011,82415.45,0.00017,82415.44,0.00915,82414.62,8e-05,82414.32,0.003,82414.14,0.00011,82414.07,0.00013,82413.81,0.00022,82413.8,0.0003,82413.79,0.01412,82413.6,0.00033,82413.47,0.00149,82416.12,4.40186,82416.13,1.84794,82416.14,0.28077,82416.22,7e-05,82416.5,0.00014,82416.51,0.00014,82416.52,0.00489,82417.03,0.03252,82417.36,0.02433,82417.52,7e-05,82417.99,8e-05,82418.0,0.08387,82418.1,7e-05,82418.16,0.0122,82420.0,0.08387,82420.14,0.04015,82421.2,0.19051,82421.21,0.00355,82421.24,0.45007,82422.0,0.0838
2025-03-09 18:16:19.353217,82414.13500000001,-0.002402442774670189,82414.13,0.00017,82414.08,7e-05,82414.07,0.00013,82414.02,0.00013,82413.82,0.0004,82413.81,0.00029,82413.8,0.0003,82413.79,0.01419,82413.6,0.00033,82413.47,0.00149,82413.23,7e-05,82413.14,7e-05,82413.13,0.00915,82413.01,0.00014,82413.0,0.02365,82412.93,0.00453,82412.92,0.01141,82412.58,0.00144,82412.06,7e-05,82412.01,0.001,82414.14,2.03129,82414.15,7e-05,82414.22,0.00141,82414.32,3.30995,82414.33,0.16365,82414.34,0.16365,82415.04,7e-05,82415.27,0.14007,82415.47,0.04022,82415.79,0.0122,82416.0,0.08387,82416.12,0.41983,82416.14,0.27662,82416.52,0.00474,82417.03,0.03245,82417.36,0.02433,82417.99,8e-05,82418.0,0.08387,82418.1,7e-05,82420.0,0.0838
2025-03-09 18:16:19.453866,82413.795,-0.00041255058978785546,82413.79,0.00536,82413.63,0.00013,82413.6,0.00033,82413.48,7e-05,82413.47,0.00149,82413.23,7e-05,82413.15,0.00025,82413.14,0.0002,82413.13,0.00915,82413.01,0.00015,82413.0,0.02365,82412.93,0.00453,82412.58,0.00144,82412.01,0.001,82412.0,0.00248,82411.76,0.00032,82411.64,7e-05,82411.63,7e-05,82410.92,7e-05,82410.32,0.00013,82413.8,4.52197,82413.87,0.00064,82413.99,0.00014,82414.0,0.08387,82414.08,7e-05,82414.09,0.45014,82414.13,1.90791,82414.14,1.02148,82414.33,0.16365,82414.34,0.16373,82415.04,7e-05,82415.47,0.04015,82415.79,0.0122,82416.0,0.08387,82416.11,0.00011,82416.12,0.0526,82416.14,0.27157,82416.52,0.00474,82417.03,0.03245,82417.36,0.02426
2025-03-09 18:16:19.553209,82411.765,-0.002463179859632524,82411.76,0.00038,82411.65,0.00031,82411.64,7e-05,82411.63,7e-05,82410.92,7e-05,82410.32,0.00013,82410.03,0.00037,82410.02,7e-05,82410.01,0.01398,82409.84,0.00013,82409.64,0.00016,82409.63,0.02343,82409.33,0.0002,82409.32,0.01367,82409.09,7e-05,82408.74,0.01141,82408.01,0.00025,82408.0,0.00235,82407.91,0.00915,82407.73,0.00013,82411.77,1.21849,82411.84,0.00057,82411.95,7e-05,82411.96,0.10007,82411.99,7e-05,82412.0,0.08394,82412.01,1.28609,82412.95,0.16365,82413.13,3.18728,82413.14,0.04015,82413.79,9e-05,82413.8,0.41608,82414.0,0.08387,82414.14,0.00507,82415.04,7e-05,82415.47,0.04015,82416.0,0.08387,82416.06,0.04739,82416.12,0.04015,82416.13,0.15205
2025-03-09 18:16:19.653909,82404.815,-0.00843326192564507,82404.81,0.5096,82404.8,0.00043,82404.73,0.00043,82404.72,0.00013,82404.69,0.00014,82404.68,0.00178,82404.67,0.01398,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.41,0.00014,82403.4,0.19213,82403.27,0.00028,82403.26,0.00915,82402.51,8e-05,82402.5,0.003,82401.98,0.0001,82401.95,0.02319,82401.85,0.01367,82404.82,2.44119,82404.89,0.00072,82405.38,0.00021,82405.39,0.00385,82405.93,0.00021,82405.99,0.00014,82406.0,0.08394,82406.32,0.00014,82406.33,0.80104,82406.46,0.0122,82409.32,0.69309,82409.33,0.46099,82409.5,7e-05,82409.87,0.14007,82411.4,0.01213,82411.77,0.36141,82411.95,1.59802,82412.0,0.08387,82412.01,0.49021,82413.14,0.04008
2025-03-09 18:16:19.753670,82404.815,0.0,82404.81,0.09409,82404.8,0.0005,82404.76,0.00027,82404.75,0.00021,82404.74,0.40021,82404.73,0.0005,82404.72,0.0002,82404.71,0.00021,82404.68,0.00164,82404.67,0.01398,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.41,7e-05,82403.4,0.19206,82403.27,0.00028,82403.26,0.00915,82402.51,8e-05,82402.5,0.003,82401.98,0.0001,82404.82,2.83402,82404.89,0.00072,82405.38,0.00021,82405.39,0.00385,82405.93,0.00021,82405.99,0.00014,82406.0,0.08394,82406.31,0.00014,82406.32,0.30624,82406.33,0.80104,82406.46,0.0122,82407.9,0.04522,82409.33,0.46099,82409.5,7e-05,82411.4,0.0122,82411.77,0.09732,82411.94,0.69874,82411.95,9e-05,82412.0,0.08387,82412.01,0.49008
2025-03-09 18:16:19.853207,82404.745,-8.494649251622605e-05,82404.74,0.2756,82404.73,0.00014,82404.72,0.00014,82404.71,0.00028,82404.69,0.0006,82404.68,0.00014,82404.67,0.01391,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.29,7e-05,82404.0,0.00235,82403.4,7e-05,82403.27,7e-05,82403.26,0.00915,82402.5,0.003,82401.99,0.00035,82401.98,0.0001,82401.96,0.00021,82401.95,0.02312,82404.75,2.49693,82404.76,0.00014,82404.77,0.00021,82404.8,0.00021,82404.81,2.32061,82404.82,0.51361,82404.89,7e-05,82405.38,7e-05,82405.39,0.00371,82405.93,7e-05,82406.0,0.0838,82406.33,7e-05,82406.46,0.0122,82407.74,0.00014,82407.9,0.04515,82409.33,0.01099,82409.5,7e-05,82411.4,0.0122,82411.77,0.09725,82411.93,0.407
2025-03-09 18:16:19.953145,82404.745,0.0,82404.74,0.36229,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01398,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.46,7e-05,82403.27,7e-05,82403.26,0.00915,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82401.95,0.02319,82401.85,0.01374,82401.62,0.01391,82404.75,2.85358,82404.76,0.00014,82404.77,7e-05,82404.79,0.00014,82404.8,0.77594,82404.81,1.25112,82404.82,0.24916,82405.39,0.00371,82405.93,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04522,82409.33,0.01092,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20942,82412.0,0.08387,82412.01,0.49008
2025-03-09 18:16:20.053216,82404.745,0.0,82404.74,0.36229,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01405,82404.61,0.00021,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.46,7e-05,82403.27,7e-05,82403.26,0.00915,82402.5,0.003,82401.99,0.00035,82401.96,0.00028,82401.95,0.02319,82401.85,0.01367,82404.75,2.92035,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.42241,82404.81,1.25163,82404.82,0.24865,82405.2,0.00014,82405.39,0.00371,82405.68,0.02427,82405.93,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04522,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20942,82412.0,0.0838
2025-03-09 18:16:20.153911,82404.745,0.0,82404.74,0.25967,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01398,82404.65,0.00013,82404.61,0.00014,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.29,7e-05,82404.02,7e-05,82404.01,0.20576,82404.0,0.00235,82403.26,0.00915,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82404.75,3.38203,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.16725,82404.81,1.25163,82404.82,0.24865,82405.2,0.00014,82405.39,0.00371,82405.68,0.02434,82405.93,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04522,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20942,82412.0,0.0838
2025-03-09 18:16:20.253764,82404.745,0.0,82404.74,0.26325,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01398,82404.65,0.00013,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.02,0.00016,82404.01,0.20576,82404.0,0.00235,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.95,0.02312,82401.85,0.01367,82404.75,3.38373,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.48035,82404.81,1.25163,82404.82,0.24865,82405.2,0.00014,82405.39,0.00371,82405.68,0.02434,82405.93,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04522,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20942,82412.0,0.0838
2025-03-09 18:16:20.353291,82404.745,0.0,82404.74,0.25847,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01398,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.02,0.00016,82404.01,0.20576,82404.0,0.00235,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.95,0.02312,82401.85,0.01367,82401.62,0.01391,82404.75,3.408,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.48035,82404.81,1.25163,82404.82,0.24858,82405.2,0.00014,82405.39,0.00371,82405.68,7e-05,82405.93,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04522,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20942,82412.0,0.0838
2025-03-09 18:16:20.453227,82404.745,0.0,82404.74,0.75852,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01398,82404.61,0.00013,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.02,0.00016,82404.01,0.20576,82404.0,0.00235,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.95,0.02312,82401.9,8e-05,82404.75,3.01162,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.48089,82404.81,0.00014,82404.82,0.24384,82405.2,0.00014,82405.39,0.00371,82405.68,7e-05,82405.93,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.8,0.80095,82407.9,0.04522,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20935
2025-03-09 18:16:20.553760,82404.745,0.0,82404.74,2.96738,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01405,82404.65,0.00013,82404.61,0.0002,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.02,0.06529,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82404.75,1.1371,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.35788,82404.81,7e-05,82404.82,0.03708,82405.2,0.00014,82405.39,0.00371,82405.93,0.00015,82406.0,0.08387,82406.46,0.0122,82406.8,0.02434,82407.74,0.00014,82407.9,7e-05,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20935,82412.0,0.0838
2025-03-09 18:16:20.653709,82404.745,0.0,82404.74,1.59942,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00014,82404.67,0.01405,82404.65,0.0002,82404.59,7e-05,82404.58,0.02569,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.79,8e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82402.33,7e-05,82402.32,0.80101,82401.99,0.00035,82404.75,1.64503,82404.76,0.00014,82404.77,0.00014,82404.79,0.00021,82404.8,0.0493,82404.81,0.00014,82404.82,0.03708,82405.1,0.00014,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04636,82409.5,7e-05,82411.4,0.01213,82411.77,0.00505,82411.93,0.20935
2025-03-09 18:16:20.753104,82404.745,0.0,82404.74,0.92028,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00028,82404.67,0.01405,82404.65,7e-05,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82402.34,7e-05,82402.33,0.34299,82401.99,0.00035,82401.96,0.00014,82404.75,2.32938,82404.76,0.00014,82404.77,0.00014,82404.79,0.00072,82404.8,0.04876,82404.81,0.00014,82404.82,0.03708,82405.1,0.00014,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04636,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20935
2025-03-09 18:16:20.853044,82404.745,0.0,82404.74,0.95155,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00074,82404.68,0.00028,82404.67,0.01398,82404.65,7e-05,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82402.35,7e-05,82402.34,0.18072,82401.99,0.00035,82401.96,0.00014,82404.75,1.85657,82404.76,0.00014,82404.77,0.00014,82404.79,0.00072,82404.8,0.04876,82404.81,0.00014,82404.82,0.03708,82405.1,7e-05,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82407.9,0.04636,82409.5,7e-05,82411.4,0.0122,82411.77,0.00505,82411.93,0.20935
2025-03-09 18:16:20.953276,82404.745,0.0,82404.74,0.91127,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00088,82404.68,0.00014,82404.67,0.01398,82404.65,7e-05,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82402.35,7e-05,82402.34,0.29555,82401.99,0.00035,82401.96,0.00014,82404.75,2.24696,82404.76,0.00014,82404.77,0.00014,82404.79,0.00072,82404.8,0.04876,82404.81,0.00014,82404.82,0.03708,82405.1,7e-05,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.01213,82407.74,0.00014,82407.9,7e-05,82408.55,0.04641,82409.5,7e-05,82411.4,0.01213,82411.77,0.00505
2025-03-09 18:16:21.053251,82404.745,0.0,82404.74,0.91079,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00088,82404.68,0.00014,82404.67,0.01418,82404.65,7e-05,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82402.36,7e-05,82401.99,0.00035,82401.96,0.00014,82401.95,0.02312,82404.75,2.27401,82404.76,0.00014,82404.77,0.00014,82404.79,0.00072,82404.8,0.04876,82404.81,0.00014,82404.82,0.03708,82405.1,7e-05,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.0122,82407.74,0.00014,82408.55,0.04648,82409.5,7e-05,82411.4,0.01213,82411.77,0.00505,82411.93,0.20935
2025-03-09 18:16:21.153279,82404.745,0.0,82404.74,0.9259,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.69,0.00088,82404.68,0.00014,82404.67,0.01411,82404.65,7e-05,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82401.95,0.02312,82401.85,0.01367,82404.75,2.33882,82404.76,0.00014,82404.77,0.00014,82404.78,0.00069,82404.79,0.00021,82404.8,0.04869,82404.81,0.00014,82404.82,0.03708,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.01213,82407.74,0.00014,82408.55,7e-05,82409.5,7e-05,82411.4,0.01213,82411.77,0.00505,82411.92,7e-05
2025-03-09 18:16:21.253249,82404.745,0.0,82404.74,0.91022,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.7,0.00028,82404.69,0.00081,82404.68,0.00014,82404.67,0.01398,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82401.95,0.02312,82401.85,0.01367,82404.75,2.28668,82404.76,0.00014,82404.77,0.00014,82404.78,0.00069,82404.79,0.00021,82404.8,0.04869,82404.81,0.00014,82404.82,0.03708,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82405.99,7e-05,82406.0,0.08387,82406.46,0.01213,82407.74,0.00014,82409.28,7e-05,82409.29,0.80094,82409.5,7e-05,82409.53,0.04494,82411.4,0.01213
2025-03-09 18:16:21.353846,82404.745,0.0,82404.74,0.9099,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.7,0.00028,82404.69,0.00081,82404.68,0.00014,82404.67,0.01398,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82401.95,0.02312,82401.85,0.01367,82404.75,2.28584,82404.76,0.00014,82404.77,0.00014,82404.78,0.00069,82404.79,0.00021,82404.8,0.28906,82404.81,7e-05,82404.82,0.03708,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82406.0,0.08387,82406.46,0.01213,82407.74,0.00014,82409.29,0.80094,82409.5,7e-05,82409.53,0.04494,82411.4,0.01213,82411.77,0.00505,82411.93,0.20935
2025-03-09 18:16:21.453102,82404.745,0.0,82404.74,0.97416,82404.73,0.00014,82404.72,0.00014,82404.71,0.00014,82404.7,0.00014,82404.69,0.00081,82404.68,0.00014,82404.67,0.01398,82404.58,7e-05,82404.57,0.0072,82404.55,0.00128,82404.0,0.00235,82403.89,8e-05,82403.27,7e-05,82403.26,0.00915,82402.63,7e-05,82402.5,0.003,82401.99,0.00035,82401.96,0.00021,82401.95,0.02312,82404.75,1.35148,82404.76,0.00014,82404.77,0.00014,82404.78,0.00069,82404.79,0.00021,82404.8,0.28906,82404.81,7e-05,82404.82,0.03708,82405.2,7e-05,82405.39,0.00371,82405.93,7e-05,82406.0,0.08387,82406.46,0.01213,82407.74,0.00014,82409.29,0.80094,82409.5,7e-05,82409.53,0.04494,82411.4,0.01213,82411.77,0.00505,82411.93,0.20935
